text,label,source,collected_at,auto_label,confidence
Simultaneous Tropical Storms a Rarity (AP) AP - The prospect that a tropical storm and a hurricane #151; or possibly two hurricanes #151; could strike Florida on the same day is something meteorologists say they have never seen.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"U.S. Barred From Weakening Dolphin Rules (AP) AP - In a victory for environmentalists, a federal judge ruled Tuesday that the Bush administration cannot change the standards commercial fisheries must meet before the tuna they catch can carry the ""dolphin-safe"" label.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Aquarium Reviews Death of Dolphin (AP) AP - The chief scientist at the National Aquarium in Baltimore has launched a review of the dolphin breeding program after the death of a 4-month-old dolphin.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Nevada Ponders Superfund Status for Mine (AP) AP - Pressured by a ranking senator from Nevada and the Environmental Protection Agency, Gov. Kenny Guinn says he might reconsider his opposition to a federal Superfund cleanup declaration for a huge abandoned mine contaminated with toxic waste and uranium.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Chorus Frog Found Croaking in Virginia (AP) AP - The Southern chorus frog has been found in southeastern Virginia, far outside its previously known range. The animal had never before been reported north of Beaufort County, N.C., about 125 miles to the south.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Feds Accused of Exaggerating Fire Impact (AP) AP - The Forest Service exaggerated the effect of wildfires on California spotted owls in justifying a planned increase in logging in the Sierra Nevada, according to a longtime agency expert who worked on the plan.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Experts Downplay Texas Shark Attacks (AP) AP - Three shark attacks off the Texas coast in the past two months are unusual but don't mean there are more sharks than normal along the beach or that they are getting bolder, marine biologists and other experts say.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Universities to Build Largest Telescope (AP) AP - The University of Texas and Texas A amp;M University are planning to construct what they call the world's largest telescope with the help of a Houston businessman's #36;1.25 million gift.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"The Visual World of Michel Gondry A month ago I was introduced to the works of Michel Gondry. In short, I was amazed and tantalized by his short films and music videos. Even if you haven't heard of him, you've probably seen his many works in Gap commercials, various music videos, and the recent movie Eternal Sunshine of the Spotless Mind. Many of his works explode with visual elements that, when taken alone, are simple and mundane. However, under his masterful guidance, these elements come together to form a highly mesmerizing visual experience. He never ceases to push visual technologies and challenge our ideas about the visual medium.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Thank You IBM! \\I just wanted to say thanks to IBM for Open Sourcing Cloudscape .\\You guys really have your act together. Keep up the good work!\\,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Pretty Log4J \\I've been a big fan of Log4J for a while now but haven't migrated any code\over for one central reason. The following line of code:\\ final static Logger logger = Logger.getLogger( ""some.name"" );\\... is amazingly ugly and difficult to work with.\\Most people use Log4J with a logger based on the classname:\\So we would probably see:\\ static Logger logger = Logger.getLogger( ""org.apache.commons.feedparser.locate.FeedLocator"" );\\Which is amazingly verbose. A lot of developers shorten this to:\\ static Logger logger = Logger.getLogger( FeedLocator.class );\\But this still leaves us with cut and paste errors.\\What if we could just reduce it to:\\ static Logger logger = Logger.g ...\\",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Mozilla Exceptions (mexception) \\For some reason I never released this code.\\I developed it while working on NewsMonster and just forgot I think\\It's an extension for Mozilla that allows you to see all runtime exceptions\(with full stack traces) that are unhandled by Mozilla. \\Just install it and if your code generates an unhandled exception it will show\up in the logs and on the console.\\Very handy for doing any hardcore Mozilla development.\\,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Reverse Psychology \\I really hope SUN doesn't Open Source Java at JavaOne this year. It would be a\terrible decision and seriously hurt the tech industry. Also, it would hurt SUN\and I'm sure their responsible enough to realize this.\\(Lets hope that works!)\\",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
HP: The Adaptive Enterprise that can't adapt &lt;strong&gt;Opinion&lt;/strong&gt; SAP hardly to blame,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Buffy the Censor Slayer &lt;strong&gt;Letters&lt;/strong&gt; Readers drive stake through parents' group,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Ashlee Vance: the readers have spoken &lt;strong&gt;Poll results&lt;/strong&gt; Bright news for resident &lt;em&gt;Reg&lt;/em&gt; ladyboy,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
&lt;em&gt;El Reg&lt;/em&gt; pledges to name BSA antipiracy weasel &lt;strong&gt;Competition&lt;/strong&gt; Get those suggestions in,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Wireless net to get speed boost Wireless computer networks could soon be running 10 times faster than they do now.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Watchdog rules over broadband The UK's ad watchdog rules over which net connections can be described as full speed broadband.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
GameBoy mini-games win prize A set of GameBoy micro-games is named as the most innovative game of the year at a festival in Scotland.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Microsoft takes down SP2 sharers Microsoft is stopping people getting hold of a key security update via net-based file- sharing systems.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Britons embrace digital lifestyle People in the UK are spending more time and money going digital, says communications watchdog Ofcom.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"PlayStation potential to learning The PlayStation games console could be developed into a learning tool for children, says a Northumberland head teacher.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
3D holograms to crack forgeries A 3D hologram technique could transform how experts spot forged signatures and other handwritten documents.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Video games 'good for children' Computer games can promote problem-solving and team-building in children, say games industry experts.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Putting Your Own Stamp On All Your Parcels Fido the Stamp is here. Well, he could be -- all it takes is for one dog owner to snap a digital photo of his beloved pooch, submit it to the Stamps.com Web site and order personalized postage. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Leslie Walker&lt;/b&gt;&lt;/font&gt;",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Blog Interrupted The instant message blinked on the computer at Jessica Cutler's desk in the Russell Senate Office Building. ""Oh my God, you're famous.""",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Hopes soar for solo record plane Richard Branson says the Virgin Global Flyer is looking good for its solo trip around the world without refuelling.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Arctic team reaches destination A team of British explorers, who are retracing the steps of a Victorian pioneer, have reached Thom Bay.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Worms may slow Parkinson's A protein which helps increase lifespan in worms offers hope for new Parkinson's and Alzheimer's treatments.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Nasa help for stem cell study UK tissue engineering experts are teaming up with NASA to find treatments for diseases back on Earth.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"TB test to slash infection rates A rapid and accurate test for TB could cut infection rates around the world, say experts.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Vandals damage bird reserve A disturbance free zone for nesting birds is put at risk by vandals who cut down the boundary fence.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Heat waves set to become 'brutal' Heat waves in the 21st Century will be more intense, more frequent and longer, US experts say.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Hearing clue to whale evolution The evolution of whales from four-legged land dwellers into streamlined swimmers has been traced in fossilised ears, Nature reports.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Natural Hazards: Typhoon Rananim The MODIS instrument aboard NASA's Terra satellite captured this true-color image of Typhoon Rananim on August 12 at 2:40 UTC.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Horseflies and Meteors Like bugs streaking colorfully down the side window of a moving car, Earthgrazing Perseid meteors could put on a pleasing show after sunset on August 11th.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
What Neil Buzz Left on the Moon A cutting-edge Apollo 11 science experiment left behind in the Sea of Tranquility is still running today.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Fossils Show How Whales Evolved to Hear Underwater Whale fossils found with tiny ear bones reveal for the first time how the ancestors of whales and dolphins developed their acute underwater hearing.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"""Unusually Good"" Meteor Shower Expected Tonight Tonight's annual Perseid meteor shower is likely to be a spectacular show of shooting stars zipping across the night sky, according to astronomers.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Ancient Olympians Followed ""Atkins"" Diet, Scholar Says What did the first Olympians eat? Food historians are scouring ancient texts to find out.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Ancient Olympics Mixed Naked Sports, Pagan Partying Nude athletes, performance-enhancing lizard meat, and animal sacrifices are just a few of the things that separate the ancient Olympics from the modern games, says the author of &lt;i&gt;The Naked Olympics.&lt;/i&gt;",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Chandra Catches Early Phase of Cosmic Assembly Chandra X-Ray Observatory -- A NASA Chandra X-ray Observatory image has revealed a complex of several intergalactic hot gas clouds in the process of merging. The superb Chandra spatial resolution made it possible to distinguish individual galaxies from the massive clouds of hot gas...,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Knocking on Heaven's Door The Milky Way is a vast, diverse neighborhood. If you're hoping to find Earthlike planets that may harbor life, you'll need to narrow the search. Stars are a good place to start, because the dusty discs around stars spawn young planets.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"The Annual Perseid Meteor Shower The annual Perseid meteor shower is coming, and forecasters say it could be unusually good. Like bugs streaking down the side window of a moving car, colorful Perseid Earthgrazers could put on a pleasing show after sunset this week.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"What Is a Comet Made Of? UC Davis -- A new method for looking at the composition of comets using ground-based telescopes has been developed by chemists at UC Davis. Remnants from the formation of our solar system, the makeup of comets gives clues about how the Earth and other planets formed...",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Lost Sleep Leads to Health Problems Advice on how to get a good night's slumber and avoid future heart trouble HealthDayNews -- Lack of sleep can cause more than drowsiness; it can contribute to a number of health problems. Short-term effects of lack of sleep include increases in blood pressure and levels of stress hormones, according to an article in the August issue of the Harvard Heart Letter...",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Which Diet is Best? The One That Works for You By Kathleen Doheny, HealthDay Reporter HealthDayNews -- Gather together some diners who are trying to lose weight, then sit back and listen to the debate. Almost anyone who's on a diet -- or at least one that's working -- is convinced his or her plan is the best...",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Olympics Could Call Out the Couch Potatoes As the 2004 Summer Olympics officially get underway Friday with an international broadcast of the opening ceremonies, health experts expect the Athens games to inspire couch potatoes to become more active. But, experts caution, amateurs, particularly sedentary ones, should not jump into a new sports activity without sufficient preparation.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Sting of Bug Bites Can Linger Into Adulthood By Amanda Gardner, HealthDay Reporter HealthDayNews -- Contrary to popular belief, not all kids who are allergic to insect stings outgrow their sensitivity. Some people whose allergies left them in fear of bees, wasps, and the like as children still react to their stings as adults, but a new study offers relief: Allergy shots given in childhood can protect them for up to 20 years...",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"New Clot Preventer Saves Lives and Money By Ed Edelson, HealthDay Reporter HealthDayNews -- A new anti-clotting drug for people having artery-opening procedures lowers the rate of complications, gets patients out of the hospital faster, and probably saves lives, a study finds. And it saves money to boot, says Dr...",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Security pro: Windows easier to 'own' Windows beats Linux in total cost of 'ownership.' Hold on, that's not a good thing.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Securing the gold in Athens Despite age-old Olympic truce known as the ekecheiria, or ""holding of hands,"" security experts aren't taking any chances.\",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Microsoft touts 'Sender ID' to fight spam, scams Proposed tech standard would verify senders' IP addresses to cut malicious phishing and annoying Viagra pitches.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Begging for trouble on security Securify founder Taher Elgamal says a patchwork mentality has effectively turned network security into an IT budget black hole.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"MSBlast suspect pleads guilty The 19-year-old faces up to 37 months in prison after admitting to creating the ""MSBlast.B"" variant.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
PC security under fire A vulnerability in AOL's instant messenger could allow attacks. Also: A new Bagle variant rumbles across the Net.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Nortel wins Indian wireless contract Nortel scores its first major wireless deal with an Indian service provider.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Group proposes faster Wi-Fi specification Networking consortium submits proposal for faster Wi-Fi, as battle lines are drawn between rival groups.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Some VoIP calls being blocked Some Net phone users who are also broadband subscribers aren't receiving incoming calls. AT #38;T plans to release patch.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
'Push to talk' meets Wi-Fi FCC says cellular carriers are working on extending the walkie-talkie feature to Wi-Fi networks--which could mean to VoIP phones.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Sharp brings 3D to PCs, without the funny specs Firm brings tech already used in phones and laptops to desktops. Screen creates different pixel images for each eye.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Olympic IT security requires advance planning If there's one thing the Atos Origin SA team understands as lead contractor for the Olympic IT infrastructure, it's that you must learn from your mistakes.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"BEA meets lowered expectations for Q2 Though BEA Systems signed 18 licensing deals worth \$1 million and added 488 new customers during the quarter, licensing revenue dropped to \$116.3 million.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Tools wrap: Sun, Javalobby, Infravio make moves Officials at Sun Microsystems, Javalobby, and Infravio this week revealed initiatives positioned as advances in either Java development or Web services consumption.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Olympic-size security demands advance planning ATHENS -- If there's one thing the Atos Origin SA team understands as lead contractor for the Olympic IT infrastructure, it's that you must learn from your mistakes.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Trojan Bites Symbian Phones Mobile phones are target of virus traveling through illegal version of the game Mosquitos.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
ATI Brings Digital TV to Your PC HDTV Wonder snags free high-definition transmissions for budget viewing.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Win XP Update: A Quiet Start Little fallout reported from service pack, but maybe it's because everyone's being cautious.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"AOL Launches PC Line AOL courts novices, Spanish-speakers with budget PC that includes a year of AOL service.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Caregivers Carry Virtual Clipboard Students design mobile data-access system for health-care workers.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Blaster Author Pleads Guilty Teen faces prison for unleashing malicious variant of MS Blaster worm last year.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Most Spam is Domestic, Study Says Spammers aren't ducking antispam laws by operating offshore, they're just ignoring it.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"First Look at Quicken 2005 Intuit tweaks personal finance tool's usability, but update isn't essential if you're running a recent version.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Dell Unveils Inexpensive Projector New 2300MP digital model offers high brightness and resolution, at a low price.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Biometrics Creeping Into Everyday Life for Americans Stuffing something in a public locker usually isn't a memorable experience. You drop a coin, take the key and move on. But at the Statue of Liberty, recently reopened after a two-year closure, stashing a package offers a glimpse into the future. To rent, close and reopen lockers, visitors touch an electronic reader that scans fingerprints.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Athens Wrestles to Avoid Cell Phone Outages By MATT MOORE ATHENS, Greece (AP) -- Amid the roar of the crowd, the silence of the phones can be deafening. As thousands of athletes, spectators, journalists, officials and more descend on the Greek capital ahead of the Aug...",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"REVIEW: Windows XP Battens Down Hatches in Latest Patch By MATTHEW FORDAHL (AP) -- With the latest update to Microsoft Corp. (MSFT)'s Windows XP operating system, personal computers will soon join parents, bosses, teachers and spouses as a source of nagging in your life...",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Microsoft Says Battle in Japan Hurting Image By YURI KAGEYAMA TOKYO (AP) -- The head of Microsoft Corp. (MSFT)'s Japan unit acknowledged Tuesday that the U.S...,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Sharp Introduces 3-Dimensional Computer Display By MAY WONG SAN JOSE, Calif. (AP) -- Hoping to spur a 3-D revolution, Sharp Systems of America introduced Monday a new flat-panel computer display designed to deliver eye-popping images without the need for special glasses...",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Google to Give Yahoo More Stock to Settle Dispute Online search engine leader Google Inc. (GOOG) will surrender more than \$300 million of its stock to Yahoo Inc. (YHOO) in a settlement that removes a legal threat hanging over its IPO at the expense of enriching a nettlesome rival.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Help's on the Way for Bad Dates Via Cell Phone The peak time for dates from hell in New York City is Friday at 8 p.m. - judging by the cell phone calls delivering emergency excuses to bolt. Truth is, they're fake ""rescue"" calls - now being offered by two cell phone providers, Cingular Wireless and Virgin Mobile USA.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Search Engine Forums Spotlight Links to this week's topics from search engine forums across the web: SEMPO Next Steps Mike Grehan's Second SEMPO Article - Overture Bidding Cap - PPC Question for Merchants - SEO Firm Ordered to Refund Fees, Pay Fine - Tracking Past Links Traffic? - Google Settles Overture Patent Dispute - Advice on Site Structure",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Capturing Your Personal Web Forget bookmarks: Web content managers allow you to create your own personal, searchable cache of web pages.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Google, Yahoo Settle Patent and Share Disputes Google and Yahoo announced today that they have resolved two contentious issues between the companies.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Getting Around Search Engine Optimization Roadblocks Getting Around Search Engine Optimization Roadblocks\\Today, I will cover the most difficult technologies and techniques to work with. While each of these technologies, techniques and designs have a useful purpose for web-designers, webmasters and general office staff tasked with keeping the site up to date, they each also present problems ...",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Infocus: Examining a Public Exploit, Part 1 The purpose of this article is to analyze a public exploit in a lab environment, see the alerts generated by an intrusion detection system, and then do some packet analysis of the malicious binary in order to better understand it.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Infocus: Deploying Network Access Quarantine Control, Part 1 This article discusses Network Access Quarantine Control with Windows Server 2003, which allows administrators to quarantine mobile users before giving them full network access, by first ensuring these machines are up-to-date according to a baseline security model.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Infocus: Wireless Attacks and Penetration Testing (part 3 of 3) This third and final part of the wireless pen-test series looks at how to mitigate the security risks outlined in the previous articles, and then looks at some proposed solutions currently in front of the IETF.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Columnists: Redmond's Salvation Service Pack 2 for XP represents a sea change in Microsoft's security posture. Here's why you should ignore the naysayers and start planning your upgrade.\,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
PowerSchool University Attendees at this year #146;s PowerSchool University ramped up their student information system skills with the new PowerSchool 4.0 and augmented their development activities through peer networking. Aug 3,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Reds Knock Padres Out of Wild-Card Lead (AP) AP - Wily Mo Pena homered twice and drove in four runs, helping the Cincinnati Reds beat the San Diego Padres 11-5 on Saturday night. San Diego was knocked out of a share of the NL wild-card lead with the loss and Chicago's victory over Los Angeles earlier in the day.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Indians Beat Twins 7-1, Nearing AL Lead (AP) AP - The Cleveland Indians pulled within one game of the AL Central lead, scoring four runs in the first inning and beating the Minnesota Twins 7-1 Saturday night behind home runs by Travis Hafner and Victor Martinez.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Galaxy, Crew Play to 0-0 Tie (AP) AP - Kevin Hartman made seven saves for Los Angeles, and Jon Busch had two saves for Columbus as the Galaxy and Crew played to a 0-0 tie Saturday night.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Italy's Pennetta Wins Idea Prokom Open (AP) AP - Italy's Flavia Pennetta won the Idea Prokom Open for her first WTA Tour title, beating Klara Koukalova of the Czech Republic 7-5, 3-6, 6-3 Saturday after French Open champion Anastasia Myskina withdrew before the semifinals because of a rib injury.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Tough Race Ahead for Swimmer Phelps ATHENS (Reuters) - Michael Phelps, his first gold medal safely gathered in, eased through the next phase of his monumental Olympic challenge in the heats of the 200 meters freestyle Sunday but the immensity of the task ahead was clear.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Olympics-Rowing-U.S. Eight Beats Canada to Set World Best Time ATHENS (Reuters) - The United States beat Canada in a world best time to qualify for the final of the men's Olympic eights race Sunday, as the two crews renewed their fierce rivalry in front of a raucous crowd at Schinias.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Cubs get delivery from Wood Kerry Wood homered and allowed four hits in eight innings, leading the Chicago Cubs over the visiting Los Angeles Dodgers, 2-0, yesterday.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Greek runners are suspended ATHENS -- Star sprinters Kostas Kenteris and Katerina Thanou were suspended yesterday from the Greek Olympic team for missing drug tests, but their fate was left in the hands of the International Olympic Committee.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Enough to make you flip Friday night came as close to an old-time local battle for viewers among Channels 4, 5, and 7 as we're likely to see. It was a throwback to pre-cable, pre-dish, and even pre-UHF days as the three local quot;originals quot; served up a special night of sports programming. Although Red Sox-White Sox was on Channel 4's quot;sister quot; station, Channel 38, it ...",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
